Age,Gender,Income,Credit_Score,Credit_History_Length,Number_of_Existing_Loans,Loan_Amount,Loan_Tenure,Existing_Customer,State,City,LTV_Ratio,Employment_Profile,Profile_Score,Occupation
70,Female,65000,763,142,8,68700,124,Yes,Tamil Nadu,Coimbatore,40,Salaried,92,Civil Servant
52,Female,128000,524,108,4,146095,111,No,Rajasthan,Jaipur,95,Salaried,74,Banker
49,Male,89000,409,437,1,107158,54,No,Delhi,New Delhi,95,Salaried,62,Teacher
34,Male,89000,601,152,5,150000,174,No,Uttar Pradesh,Nellikuppam,88.4780920144162,Salaried,98,Civil Servant
23,Male,17000,456,202,2,37422,109,No,West Bengal,Kolkata,70.7372596889095,Salaried,79,Software Engineer
51,Male,62000,742,114,8,117269,273,Yes,Tamil Nadu,Chennai,79.4866167731743,Salaried,100,Civil Servant
27,Male,20000,503,354,3,20953,18,No,Kerala,Kochi,88.8180579029979,Salaried,77,Software Engineer
47,Female,111000,552,157,4,101377,28,No,Uttar Pradesh,Lucknow,78.1359013427921,Salaried,73,Teacher
37,Male,62000,595,22,5,150000,52,No,Karnataka,Mysuru,95,Self-Employed,58,Contractor
64,Male,147000,604,320,5,150000,60,No,West Bengal,Dhulagori,95,Salaried,78,Doctor
61,Other,126000,585,44,5,74557,104,No,Delhi,New Delhi,95,Self-Employed,79,Contractor
20,Female,41000,592,257,5,99242,89,No,Gujarat,Surat,63.7987631715099,Unemployed,86,NA
59,Female,166000,478,352,3,50211,108,No,Delhi,New Delhi,59.6920883858206,Salaried,79,Teacher
21,Female,25000,713,403,7,88009,251,Yes,Rajasthan,Jaipur,80.4765268158529,Unemployed,83,NA
44,Male,43000,486,340,3,84182,49,No,West Bengal,Kolkata,55.6544687252054,Self-Employed,92,Shopkeeper
27,Female,16000,637,547,6,16303,67,No,Kerala,Kochi,80.9323729414524,Student,92,Student
61,Male,77000,300,242,0,71793,76,No,Kerala,Channarayapatna,86.1937232936951,Student,1,Student
46,Female,48000,850,549,10,62749,296,Yes,Maharashtra,Pune,61.4446212725597,Salaried,100,Banker
34,Male,64000,772,606,8,97137,210,Yes,Gujarat,Ahmedabad,70.1457552584477,Salaried,98,Doctor
22,Female,48000,663,182,6,46925,211,Yes,Kerala,Kochi,86.297607980199,Self-Employed,81,Farmer
26,Female,77000,369,564,1,43049,72,No,Tamil Nadu,Nellikuppam,95,Salaried,37,Banker
18,Female,53000,594,71,5,27254,30,No,Gujarat,Surat,95,Self-Employed,53,Contractor
44,Male,23000,323,43,0,85496,22,No,Maharashtra,Mumbai,58.0004374306968,Freelancer,51,Writer
67,Female,184000,644,378,6,150000,260,No,Uttar Pradesh,Kanpur,90.7166865702556,Salaried,72,Banker
62,Female,108000,672,92,6,150000,347,Yes,Tamil Nadu,Coimbatore,95,Self-Employed,99,Farmer
30,Female,55000,806,385,9,61055,334,Yes,Delhi,New Delhi,47.1766806082613,Self-Employed,100,Farmer
55,Female,87000,594,389,5,150000,117,No,Tamil Nadu,Coimbatore,90.3805852889398,Salaried,98,Doctor
34,Male,100000,683,559,6,136920,83,Yes,Uttar Pradesh,Lucknow,84.2647745431206,Salaried,87,Software Engineer
65,Female,127000,394,266,1,150000,72,No,Gujarat,Channarayapatna,93.4737904088694,Self-Employed,50,Contractor
41,Female,113000,682,175,6,150000,300,Yes,Tamil Nadu,Chennai,80.7865147844037,Salaried,100,Doctor
60,Female,48000,573,441,4,148683,28,No,Delhi,New Delhi,54.0665633428379,Salaried,100,Banker
21,Male,19000,523,62,4,41097,50,No,Kerala,Kochi,94.1943907994463,Salaried,63,Civil Servant
26,Female,14000,312,397,0,59206,24,No,Delhi,New Delhi,64.6226904528628,Salaried,60,Banker
23,Female,28000,322,90,0,101077,83,No,Telangana,Hyderabad,71.767768191288,Salaried,55,Doctor
36,Female,41000,751,228,8,57732,315,Yes,Gujarat,Ahmedabad,49.2678999301281,Salaried,94,Banker
31,Female,45000,667,435,6,128595,274,Yes,Telangana,Hyderabad,51.8835798605078,Freelancer,100,Writer
44,Female,127000,693,362,7,150000,348,Yes,Tamil Nadu,Chennai,66.3520940412118,Unemployed,94,NA
31,Male,20000,453,120,2,34121,102,No,Karnataka,Mysuru,84.6769053829283,Self-Employed,47,Shopkeeper
28,Male,61000,324,263,0,150000,93,No,Gujarat,Manjari,74.0309025337158,Student,12,Student
54,Female,95000,626,565,5,116966,187,No,West Bengal,Kolkata,77.0687073664448,Self-Employed,78,Farmer
23,Female,66000,426,78,2,150000,63,No,Telangana,Hyderabad,58.6494840716332,Unemployed,49,NA
51,Male,84000,801,572,9,55850,167,Yes,Delhi,Nellikuppam,54.8559028434194,Self-Employed,96,Shopkeeper
34,Male,45000,417,177,2,80502,34,No,Karnataka,Bengaluru,95,Salaried,46,Banker
65,Other,47000,540,154,4,141703,32,No,Kerala,Thiruvananthapuram,52.8386718920904,Self-Employed,100,Shopkeeper
30,Male,64000,551,564,4,119339,70,No,Uttar Pradesh,Kanpur,77.2102258560181,Salaried,87,Software Engineer
54,Male,86000,314,548,0,79710,67,No,Rajasthan,Udaipur,95,Freelancer,4,Writer
42,Female,92000,778,153,8,150000,269,Yes,Uttar Pradesh,Kanpur,40,Self-Employed,100,Shopkeeper
22,Male,30000,486,157,3,54836,59,No,Delhi,New Delhi,66.3717525825492,Salaried,80,Civil Servant
38,Female,103000,733,267,7,73853,238,Yes,Gujarat,Ahmedabad,40,Self-Employed,100,Farmer
64,Female,63000,434,101,2,83706,81,No,Telangana,Dhulagori,91.6195493269833,Self-Employed,41,Business Owner
31,Male,79000,564,576,4,150000,15,No,Rajasthan,Udaipur,95,Self-Employed,43,Shopkeeper
24,Female,70000,561,271,4,37330,69,No,Gujarat,Ahmedabad,55.2884275441965,Student,100,Student
67,Other,114000,601,422,5,150000,248,No,Delhi,New Delhi,90.9613305626902,Salaried,86,Software Engineer
61,Male,47000,448,136,2,74265,94,No,Uttar Pradesh,Lucknow,94.8793950820586,Salaried,64,Banker
69,Male,64000,353,572,0,111104,83,No,Rajasthan,Jaipur,79.844747609406,Student,13,Student
48,Female,95000,416,128,2,143918,27,No,Gujarat,Nellikuppam,90.9003180800162,Self-Employed,55,Farmer
70,Female,160000,754,347,8,150000,96,Yes,Delhi,Manjari,66.1117166376922,Salaried,93,Banker
36,Female,61000,534,430,4,128472,99,No,Kerala,Bishanpura,80.8716302253634,Salaried,69,Teacher
44,Female,89000,627,163,5,63737,183,No,Karnataka,Mysuru,69.7133609177788,Student,84,Student
70,Male,173000,759,18,8,146575,320,Yes,Tamil Nadu,Chennai,51.0810528702096,Salaried,100,Doctor
34,Male,75000,435,497,2,150000,36,No,Telangana,Dhulagori,92.8879071001491,Salaried,36,Banker
63,Male,116000,544,414,4,146997,12,No,Kerala,Channarayapatna,85.6752609440425,Self-Employed,81,Business Owner
38,Male,51000,850,13,10,134823,275,Yes,Delhi,New Delhi,75.2354657110359,Salaried,100,Civil Servant
61,Male,37000,577,339,5,27643,31,No,Gujarat,Surat,60.228995824954,Student,91,Student
67,Female,175000,850,161,10,118658,226,Yes,Maharashtra,Mumbai,40,Self-Employed,100,Farmer
19,Female,56000,301,398,0,125828,83,No,West Bengal,Channarayapatna,78.4154191426043,Salaried,30,Doctor
61,Female,30000,419,129,2,94907,107,No,Uttar Pradesh,Kanpur,80.3731773849356,Self-Employed,35,Contractor
55,Female,122000,850,99,10,150000,63,Yes,Uttar Pradesh,Kanpur,78.0550770715884,Self-Employed,90,Farmer
37,Male,102000,796,376,9,94870,205,Yes,Maharashtra,Mumbai,47.9680255855714,Salaried,94,Software Engineer
48,Male,42000,792,14,8,123596,356,Yes,Karnataka,Bishanpura,65.2927732282328,Freelancer,100,Writer
19,Male,40000,688,431,7,150000,119,Yes,Delhi,New Delhi,69.3490666553387,Self-Employed,95,Contractor
27,Male,59000,695,96,7,83490,344,Yes,Tamil Nadu,Chennai,64.2557021213753,Self-Employed,100,Contractor
50,Male,126000,850,284,10,150000,154,Yes,Tamil Nadu,Coimbatore,80.481050892644,Self-Employed,97,Contractor
48,Male,113000,839,358,9,150000,240,Yes,Rajasthan,Jaipur,40,Student,100,Student
50,Male,58000,585,552,5,150000,54,No,Tamil Nadu,Bishanpura,91.7190806390836,Salaried,86,Civil Servant
19,Female,37000,663,470,6,40539,177,Yes,Telangana,Hyderabad,95,Self-Employed,97,Contractor
22,Other,50000,418,30,2,63592,62,No,Maharashtra,Mumbai,88.9299688115055,Salaried,60,Doctor
65,Female,62000,491,466,3,150000,38,No,Karnataka,Bengaluru,71.5100450132513,Self-Employed,89,Farmer
45,Male,111000,605,587,5,140617,115,No,Tamil Nadu,Chennai,78.1140740628874,Self-Employed,87,Business Owner
53,Male,139000,526,524,4,95659,89,No,Karnataka,Mysuru,68.1741365911027,Self-Employed,71,Business Owner
67,Female,180000,816,89,9,61926,304,Yes,West Bengal,Kolkata,70.2282019013539,Salaried,100,Civil Servant
58,Female,104000,488,609,3,150000,56,No,Rajasthan,Jaipur,86.4110558988202,Self-Employed,54,Shopkeeper
47,Female,109000,850,115,10,150000,74,Yes,Uttar Pradesh,Kanpur,67.9638617832784,Salaried,93,Civil Servant
59,Female,125000,425,382,2,150000,115,No,Telangana,Hyderabad,76.9719286529607,Self-Employed,61,Farmer
30,Male,53000,415,562,2,67737,42,No,Maharashtra,Mumbai,63.0091785589639,Self-Employed,76,Contractor
38,Male,51000,714,546,7,91622,67,Yes,Telangana,Hyderabad,63.1131588147989,Self-Employed,95,Shopkeeper
30,Female,38000,562,524,4,65694,88,No,Rajasthan,Jaipur,75.8852060583501,Salaried,91,Teacher
27,Female,53000,320,258,0,59216,57,No,Uttar Pradesh,Lucknow,95,Salaried,13,Teacher
60,Female,155000,589,478,5,150000,23,No,Gujarat,Ahmedabad,90.1329561700558,Salaried,97,Banker
67,Female,175000,388,580,1,150000,49,No,Telangana,Hyderabad,95,Salaried,39,Software Engineer
33,Male,58000,835,561,9,105370,130,Yes,Gujarat,Ahmedabad,44.2853785134731,Student,100,Student
60,Male,115000,707,327,7,59099,219,Yes,Tamil Nadu,Chennai,73.697015208546,Salaried,95,Software Engineer
55,Male,116000,611,132,5,70968,96,No,Kerala,Thiruvananthapuram,73.5901870237101,Salaried,89,Banker
67,Female,96000,764,221,8,67581,269,Yes,Telangana,Hyderabad,85.0024341540664,Self-Employed,100,Farmer
62,Male,80000,400,548,1,150000,65,No,Delhi,New Delhi,63.5482953371497,Freelancer,71,Photographer
67,Female,37000,721,451,7,150000,100,Yes,Rajasthan,Udaipur,62.1927635808834,Salaried,93,Civil Servant
40,Male,105000,644,267,6,150000,338,No,Maharashtra,Mumbai,51.958913895601,Salaried,97,Civil Servant
48,Male,32000,609,69,5,140575,260,No,Rajasthan,Udaipur,95,Salaried,84,Civil Servant
39,Male,53000,693,154,7,150000,100,Yes,Uttar Pradesh,Lucknow,95,Salaried,86,Software Engineer
35,Female,97000,501,46,3,146309,90,No,Telangana,Hyderabad,67.5410457682446,Salaried,71,Software Engineer
49,Male,37000,300,452,0,83465,89,No,Karnataka,Mysuru,89.6739078340036,Self-Employed,22,Shopkeeper
69,Male,124000,850,67,10,95575,321,Yes,Gujarat,Ahmedabad,81.6128004548796,Salaried,100,Software Engineer
59,Other,97000,449,547,2,150000,94,No,Karnataka,Mysuru,63.9852585786993,Salaried,76,Software Engineer
36,Female,94000,814,170,9,150000,238,Yes,West Bengal,Kolkata,47.3070088983997,Unemployed,100,NA
54,Female,82000,850,564,10,76416,213,Yes,Gujarat,Ahmedabad,40,Salaried,98,Software Engineer
18,Male,9000,756,521,8,19578,151,Yes,Karnataka,Bishanpura,40,Self-Employed,100,Business Owner
27,Male,65000,688,523,7,150000,112,Yes,West Bengal,Kolkata,62.3372891653556,Salaried,100,Doctor
50,Female,98000,483,450,3,62038,60,No,Delhi,New Delhi,95,Self-Employed,44,Shopkeeper
52,Female,146000,400,526,1,93385,24,No,Uttar Pradesh,Lucknow,68.9555854057431,Salaried,79,Teacher
26,Female,22000,629,426,5,107580,315,No,Karnataka,Bengaluru,95,Student,73,Student
42,Female,36000,767,595,8,80570,196,Yes,Rajasthan,Udaipur,42.5824271565672,Salaried,93,Teacher
32,Female,74000,331,473,0,149106,100,No,Tamil Nadu,Dhulagori,63.9711058478308,Self-Employed,62,Business Owner
56,Male,145000,708,314,7,87368,132,Yes,Kerala,Thiruvananthapuram,57.3576594227028,Salaried,100,Banker
65,Male,155000,745,380,8,150000,83,Yes,Rajasthan,Udaipur,48.4397288071804,Self-Employed,99,Contractor
61,Male,78000,457,332,2,150000,14,No,Maharashtra,Pune,95,Freelancer,51,Graphic Designer
23,Female,68000,525,587,4,132965,68,No,Karnataka,Bengaluru,80.5565040483667,Salaried,87,Civil Servant
55,Male,99000,391,332,1,137970,82,No,Gujarat,Ahmedabad,95,Freelancer,34,Independent Consultant
70,Female,172000,850,8,10,142346,189,Yes,Gujarat,Surat,58.1197156660207,Salaried,99,Teacher
42,Male,55000,653,386,6,150000,159,Yes,Karnataka,Mysuru,65.074774120807,Self-Employed,98,Shopkeeper
29,Female,32000,621,505,5,44507,252,No,Telangana,Hyderabad,81.9921814843517,Self-Employed,77,Business Owner
37,Male,81000,300,328,0,99422,26,No,Karnataka,Mysuru,95,Salaried,21,Software Engineer
40,Male,83000,318,457,0,150000,118,No,Gujarat,Ahmedabad,82.5019182185693,Salaried,52,Banker
70,Female,167000,634,495,6,127740,304,No,Uttar Pradesh,Kanpur,65.3644730421212,Salaried,100,Teacher
70,Male,174000,410,353,2,150000,54,No,Karnataka,Mysuru,91.9737591686747,Salaried,46,Doctor
65,Male,71000,785,433,8,150000,268,Yes,Karnataka,Mysuru,57.3166534758448,Self-Employed,95,Shopkeeper
25,Male,43000,777,280,8,25208,312,Yes,Delhi,New Delhi,47.3540616779327,Student,92,Student
64,Male,131000,408,584,1,68488,56,No,Delhi,New Delhi,95,Self-Employed,26,Shopkeeper
43,Male,64000,300,401,0,68674,83,No,Rajasthan,Jaipur,95,Self-Employed,12,Farmer
20,Female,25000,332,504,0,22384,117,No,Kerala,Thiruvananthapuram,95,Unemployed,16,NA
48,Female,55000,300,198,0,76495,19,No,Rajasthan,Dhulagori,89.7430213792503,Salaried,20,Software Engineer
18,Female,11000,773,145,8,40614,184,Yes,Maharashtra,Nagpur,40,Salaried,93,Doctor
53,Female,29000,498,307,3,77030,15,No,Gujarat,Channarayapatna,70.4884727881413,Salaried,99,Civil Servant
49,Female,115000,581,328,5,150000,76,No,West Bengal,Kolkata,64.2859362372113,Self-Employed,88,Business Owner
53,Female,94000,490,578,3,150000,116,No,Rajasthan,Jaipur,91.6949505906961,Salaried,54,Banker
35,Male,64000,420,582,2,146362,113,No,Maharashtra,Mumbai,66.4041823589476,Self-Employed,69,Business Owner
33,Male,42000,722,451,7,32265,225,Yes,Kerala,Thiruvananthapuram,40,Self-Employed,91,Business Owner
67,Male,180000,481,323,3,70822,85,No,Gujarat,Surat,95,Self-Employed,67,Farmer
25,Male,50000,517,449,3,37434,69,No,Karnataka,Bengaluru,59.497140144652,Salaried,100,Teacher
19,Male,42000,797,284,9,51106,111,Yes,Uttar Pradesh,Lucknow,75.0097165217961,Student,98,Student
26,Male,71000,798,307,9,102835,182,Yes,Delhi,New Delhi,40,Freelancer,93,Photographer
31,Female,45000,421,217,2,86031,110,No,Karnataka,Bengaluru,54.9294818812184,Salaried,70,Civil Servant
20,Female,29000,349,170,0,52483,105,No,Kerala,Kochi,62.2119966523076,Student,32,Student
50,Other,106000,592,202,5,98090,52,No,Uttar Pradesh,Kanpur,52.7408766086472,Self-Employed,100,Contractor
48,Male,126000,461,129,2,150000,94,No,Maharashtra,Nagpur,73.1567285525964,Salaried,94,Civil Servant
70,Female,123000,406,602,1,115256,53,No,Rajasthan,Jaipur,95,Self-Employed,38,Business Owner
33,Other,35000,586,132,5,150000,101,No,Telangana,Hyderabad,66.1453603777861,Freelancer,77,Photographer
48,Male,105000,741,392,8,150000,244,Yes,Rajasthan,Udaipur,40,Freelancer,100,Writer
34,Female,73000,502,531,3,93796,97,No,Maharashtra,Mumbai,53.303146200818,Salaried,89,Teacher
43,Male,32000,633,496,6,116065,322,No,Delhi,New Delhi,62.7118590040697,Self-Employed,95,Shopkeeper
62,Female,183000,433,508,2,103600,102,No,Delhi,New Delhi,95,Salaried,41,Doctor
26,Other,42000,643,527,6,135256,160,No,Tamil Nadu,Chennai,79.1077909440522,Salaried,91,Civil Servant
33,Female,79000,463,590,2,100945,12,No,Rajasthan,Jaipur,86.6128915556456,Salaried,62,Banker
58,Male,39000,511,48,3,37331,97,No,West Bengal,Kolkata,82.2676508561912,Unemployed,49,NA
49,Male,34000,300,359,0,93767,59,No,Gujarat,Ahmedabad,59.1171869319029,Student,29,Student
36,Other,82000,475,382,3,95807,41,No,Gujarat,Surat,68.5107452059842,Salaried,94,Teacher
32,Male,90000,640,363,6,135709,128,No,Kerala,Thiruvananthapuram,81.6728667958503,Salaried,92,Software Engineer
18,Other,41000,750,420,8,150000,71,Yes,Telangana,Hyderabad,41.8546505751052,Salaried,100,Doctor
24,Male,16000,767,157,8,48267,161,Yes,Telangana,Hyderabad,85.5949467262346,Salaried,98,Civil Servant
37,Female,58000,572,257,4,34206,75,No,Karnataka,Mysuru,95,Self-Employed,72,Contractor
31,Female,91000,510,380,3,73654,105,No,Rajasthan,Udaipur,75.4814770776017,Salaried,71,Teacher
59,Female,158000,572,301,4,150000,116,No,Maharashtra,Nagpur,83.2010216147853,Salaried,92,Teacher
58,Other,159000,570,272,4,150000,67,No,Delhi,Channarayapatna,75.5589249268077,Salaried,82,Doctor
21,Male,17000,310,24,0,69921,101,No,Uttar Pradesh,Lucknow,55.7606968219743,Freelancer,72,Photographer
54,Male,106000,755,449,8,150000,231,Yes,Gujarat,Surat,77.7812069881967,Student,95,Student
51,Female,70000,707,221,7,88953,279,Yes,Kerala,Thiruvananthapuram,40,Self-Employed,94,Farmer
27,Male,20000,764,565,8,78658,229,Yes,Gujarat,Ahmedabad,43.1739779917587,Unemployed,100,NA
64,Female,111000,558,369,4,69857,89,No,Kerala,Thiruvananthapuram,52.8040765573529,Salaried,98,Civil Servant
29,Female,72000,608,247,5,150000,290,No,Kerala,Kochi,95,Salaried,73,Banker
53,Female,69000,483,610,3,150000,45,No,Delhi,New Delhi,52.1373775925781,Unemployed,88,NA
38,Female,52000,341,521,0,150000,69,No,Tamil Nadu,Coimbatore,83.6812814899976,Self-Employed,14,Farmer
36,Female,103000,688,278,7,150000,327,Yes,Maharashtra,Nagpur,74.252954769085,Salaried,100,Teacher
28,Male,59000,780,22,8,150000,287,Yes,Maharashtra,Nagpur,57.051381556331,Unemployed,100,NA
37,Male,68000,346,563,0,105078,32,No,Karnataka,Bengaluru,54.8184113410483,Freelancer,58,Photographer
56,Male,107000,558,372,4,89913,68,No,Uttar Pradesh,Kanpur,93.5624028889919,Salaried,79,Software Engineer
36,Female,82000,402,129,1,150000,65,No,Tamil Nadu,Coimbatore,95,Salaried,54,Doctor
50,Female,25000,582,210,5,57067,35,No,West Bengal,Kolkata,95,Freelancer,49,Independent Consultant
19,Female,13000,539,93,4,19124,53,No,Rajasthan,Jaipur,59.8996635490829,Student,92,Student
70,Female,143000,774,359,8,130277,211,Yes,Tamil Nadu,Coimbatore,55.2212466806624,Salaried,91,Doctor
43,Female,88000,725,129,7,150000,293,Yes,Kerala,Manjari,50.760756839646,Student,94,Student
24,Male,31000,616,129,5,58225,79,No,Rajasthan,Udaipur,94.162556097674,Salaried,83,Software Engineer
54,Male,139000,519,546,3,112533,74,No,Maharashtra,Nagpur,90.3869307151286,Salaried,83,Software Engineer
65,Female,102000,706,474,7,55759,221,Yes,Tamil Nadu,Coimbatore,40,Salaried,97,Teacher
53,Female,119000,638,490,6,150000,146,No,Gujarat,Surat,73.7982513816842,Student,95,Student
24,Male,51000,507,458,3,126708,70,No,West Bengal,Kolkata,95,Salaried,56,Software Engineer
23,Other,30000,322,188,0,141419,100,No,Delhi,New Delhi,85.0103685881948,Salaried,30,Software Engineer
21,Male,57000,549,209,4,40751,116,No,Karnataka,Mysuru,95,Salaried,52,Doctor
67,Male,58000,526,572,4,140592,63,No,Kerala,Thiruvananthapuram,95,Salaried,48,Teacher
66,Male,151000,510,544,3,79560,108,No,Kerala,Dhulagori,95,Salaried,50,Software Engineer
57,Female,83000,802,610,9,97472,238,Yes,Rajasthan,Jaipur,40.9828135938613,Salaried,92,Banker
44,Male,100000,543,173,4,94223,36,No,Kerala,Kochi,87.5055203383312,Self-Employed,85,Farmer
34,Male,100000,487,570,3,117547,48,No,Tamil Nadu,Bishanpura,68.4603153388754,Salaried,100,Banker
30,Male,49000,309,594,0,137205,78,No,Delhi,New Delhi,52.0812197472983,Freelancer,42,Photographer
58,Female,78000,406,114,1,150000,40,No,Maharashtra,Nagpur,95,Self-Employed,51,Contractor
66,Female,188000,850,574,10,107472,161,Yes,Gujarat,Ahmedabad,48.2262574606077,Salaried,98,Software Engineer
37,Female,26000,577,118,5,77789,113,No,Karnataka,Bengaluru,66.7630388744684,Unemployed,96,NA
56,Female,131000,598,269,5,150000,88,No,Karnataka,Bengaluru,95,Self-Employed,65,Shopkeeper
24,Male,67000,445,441,2,132379,55,No,West Bengal,Kolkata,58.1362453255122,Salaried,76,Doctor
36,Male,68000,655,136,6,114489,283,Yes,West Bengal,Kolkata,68.9633415304892,Salaried,93,Doctor
38,Female,100000,481,381,3,150000,77,No,Maharashtra,Mumbai,51.9946893484238,Salaried,100,Doctor
25,Male,33000,687,45,7,42332,303,Yes,Karnataka,Mysuru,95,Self-Employed,71,Business Owner
21,Female,61000,584,87,5,97406,59,No,Karnataka,Bengaluru,87.4238463054139,Salaried,99,Teacher
45,Male,103000,513,351,3,150000,111,No,Uttar Pradesh,Kanpur,90.2786426229098,Salaried,67,Doctor
59,Female,89000,631,287,6,150000,169,No,Telangana,Hyderabad,58.8228754867772,Unemployed,91,NA
47,Male,97000,606,210,5,111829,233,No,Uttar Pradesh,Kanpur,95,Salaried,69,Doctor
65,Male,113000,793,282,8,150000,220,Yes,Uttar Pradesh,Kanpur,40,Salaried,96,Doctor
33,Male,29000,690,395,7,88913,295,Yes,Uttar Pradesh,Kanpur,57.3603725992476,Student,100,Student
37,Male,21000,434,30,2,66169,36,No,West Bengal,Channarayapatna,65.2679043352012,Self-Employed,80,Contractor
35,Female,29000,300,364,0,142548,19,No,Telangana,Hyderabad,95,Freelancer,1,Photographer
20,Male,43000,647,375,6,150000,160,No,Gujarat,Surat,95,Salaried,95,Doctor
37,Female,90000,707,394,7,150000,233,Yes,Karnataka,Mysuru,55.0173272174568,Self-Employed,100,Contractor
22,Male,28000,386,241,1,67022,47,No,Tamil Nadu,Chennai,60.5503478622064,Self-Employed,60,Farmer
20,Female,55000,606,199,5,108804,232,No,Tamil Nadu,Chennai,86.2626552448219,Salaried,79,Banker
66,Male,111000,509,119,3,72828,74,No,Gujarat,Ahmedabad,75.2212125002145,Self-Employed,56,Shopkeeper
39,Male,22000,680,213,6,94488,317,Yes,West Bengal,Bishanpura,71.4816719092513,Salaried,97,Software Engineer
53,Female,67000,493,107,3,150000,93,No,Tamil Nadu,Chennai,93.8443965587709,Salaried,76,Teacher
64,Female,82000,581,475,5,150000,70,No,Tamil Nadu,Manjari,92.2845379501228,Salaried,98,Civil Servant
35,Other,83000,545,284,4,141763,18,No,Karnataka,Mysuru,86.7841953476876,Salaried,82,Civil Servant
49,Other,68000,758,110,8,139056,220,Yes,Gujarat,Ahmedabad,47.1580656555037,Freelancer,95,Writer
19,Male,37000,366,304,1,106993,58,No,Uttar Pradesh,Kanpur,56.4434298801092,Self-Employed,50,Contractor
28,Female,34000,610,562,5,128180,231,No,Rajasthan,Jaipur,95,Student,49,Student
28,Female,33000,408,281,1,39584,45,No,West Bengal,Kolkata,94.7418431346955,Salaried,41,Doctor
57,Female,168000,532,285,4,150000,109,No,Telangana,Hyderabad,95,Self-Employed,42,Business Owner
37,Male,94000,658,166,6,150000,219,Yes,Tamil Nadu,Dhulagori,89.7999880371037,Salaried,100,Teacher
65,Male,107000,522,564,4,147657,96,No,Telangana,Hyderabad,95,Salaried,54,Teacher
54,Female,28000,596,47,5,65979,72,No,Maharashtra,Mumbai,79.517619240081,Unemployed,79,NA
24,Female,38000,850,124,10,95585,112,Yes,Kerala,Thiruvananthapuram,70.608448310258,Salaried,95,Software Engineer
27,Male,57000,506,355,3,150000,24,No,West Bengal,Kolkata,90.4492488892413,Self-Employed,62,Business Owner
48,Female,90000,350,488,0,128124,85,No,Rajasthan,Jaipur,68.1495730426459,Freelancer,46,Writer
37,Female,25000,458,137,2,88403,50,No,Kerala,Kochi,56.4001617373411,Self-Employed,88,Farmer
31,Female,58000,329,88,0,62169,20,No,Gujarat,Surat,52.7001767858348,Salaried,84,Teacher
69,Male,110000,432,547,2,83407,24,No,Uttar Pradesh,Lucknow,53.1154529491322,Salaried,89,Banker
18,Male,12000,613,63,5,7356,246,No,Karnataka,Mysuru,92.9149600794133,Student,72,Student
63,Male,54000,735,345,7,131642,271,Yes,Delhi,New Delhi,79.2051623061525,Salaried,96,Civil Servant
22,Male,59000,692,477,7,150000,72,Yes,Gujarat,Surat,95,Freelancer,73,Writer
48,Male,99000,682,114,6,150000,86,Yes,Telangana,Hyderabad,76.2729883151595,Unemployed,96,NA
29,Male,74000,450,390,2,150000,119,No,Rajasthan,Jaipur,64.2702835114153,Freelancer,92,Independent Consultant
56,Female,67000,620,273,5,70764,242,No,Gujarat,Ahmedabad,56.3534708834736,Self-Employed,100,Shopkeeper
48,Female,108000,499,384,3,150000,50,No,Uttar Pradesh,Lucknow,74.0081154210121,Self-Employed,87,Contractor
52,Male,84000,794,139,8,150000,256,Yes,Maharashtra,Bishanpura,40,Self-Employed,100,Contractor
29,Male,53000,850,583,10,58743,287,Yes,Delhi,New Delhi,84.9320760108676,Salaried,95,Doctor
24,Male,49000,300,356,0,150000,41,No,Telangana,Hyderabad,53.0544580037533,Salaried,47,Software Engineer
24,Female,63000,425,529,2,124320,33,No,Gujarat,Ahmedabad,81.1733002205592,Salaried,76,Civil Servant
32,Male,92000,787,167,8,84006,292,Yes,West Bengal,Kolkata,63.9514172728635,Self-Employed,100,Farmer
19,Female,44000,478,255,3,150000,45,No,Kerala,Kochi,53.8536745772362,Self-Employed,87,Farmer
31,Male,29000,321,306,0,78374,78,No,Uttar Pradesh,Kanpur,86.317110843613,Student,18,Student
40,Male,37000,842,51,9,30093,267,Yes,West Bengal,Kolkata,77.740321259731,Salaried,100,Teacher
21,Male,56000,379,205,1,125314,117,No,Tamil Nadu,Channarayapatna,95,Salaried,20,Software Engineer
58,Female,148000,679,451,6,53652,179,Yes,Tamil Nadu,Chennai,95,Self-Employed,99,Farmer
27,Female,46000,640,318,6,75861,201,No,West Bengal,Kolkata,95,Self-Employed,96,Business Owner
51,Female,148000,712,162,7,150000,212,Yes,Rajasthan,Bishanpura,40,Salaried,98,Banker
61,Male,118000,850,11,10,150000,73,Yes,Maharashtra,Nagpur,52.9863038989184,Self-Employed,90,Shopkeeper
41,Female,81000,624,577,5,130836,233,No,Telangana,Hyderabad,94.4640299641533,Student,59,Student
61,Male,82000,461,401,2,150000,20,No,Rajasthan,Udaipur,95,Self-Employed,39,Contractor
48,Male,85000,652,53,6,94363,349,Yes,Karnataka,Bengaluru,65.7227033938868,Self-Employed,100,Farmer
40,Male,75000,428,241,2,150000,23,No,Maharashtra,Nagpur,95,Self-Employed,43,Farmer
25,Male,20000,601,257,5,44458,233,No,Rajasthan,Jaipur,83.7698777345504,Student,54,Student
64,Female,93000,690,435,7,150000,143,Yes,Uttar Pradesh,Dhulagori,62.2183696352211,Self-Employed,100,Contractor
